Frequency,Character,Count,Percentile,Pin1Yin1,Meaning,Heisig,Polv’s order,Polv’s level,Dubbing,Variant,Kanji,Vocab
1648,魏,11161,95.50133786,wei4,(surname)/name of a dynasty,3008,1990,40,Hell,巍,,"北魏 北魏 Bei3 Wei4 Wei of the Northern Dynasties (386-534), founded by the Tuoba 拓跋 branch of Xianbei 鮮卑|鲜卑<br>圍魏救趙 围魏救赵 wei2 Wei4 jiu4 Zhao4 lit. to besiege 魏[Wei4] and rescue 趙|赵[Zhao4] (idiom)/fig. to relieve a besieged ally by attacking the home base of the besiegers<br>後魏 后魏 Hou4 Wei4 Wei of the Northern Dynasties 386-534<br>拓跋魏 拓跋魏 Tuo4 ba2 Wei4 Wei of the Northern Dynasties (386-534)<br>"
1844,岳,8577,96.49305525,yue4,"(surname)/mountain/wife's father, mountain",3009,1991,40,Hell,嶽,WK_L43,"岳母 yuè mǔ wife's mother, mother-in-law<br>"
1878,莉,8289,96.64096846,li4,jasmine,3010,1992,40,Hell,,WK_L53,"伊莉莎白 伊莉莎白 Yi1 li4 sha1 bai2 Elizabeth/also written 伊麗莎白|伊丽莎白<br>伊莉薩白 伊莉萨白 Yi1 li4 sa4 bai2 Elizabeth (name)/also written 伊麗莎白|伊丽莎白<br>克莉奧佩特拉 克莉奥佩特拉 Ke4 li4 ao4 pei4 te4 la1 Cleopatra (c. 70-30 BC), queen of Egypt<br>哈莉·貝瑞 哈莉·贝瑞 Ha1 li4 · Bei4 rui4 Halle Berry (1966-), US actress<br>"
1683,穆,10592,95.69812447,mu4,(surname)/solemn,3014,1993,40,Hell,,,"亞穆蘇克羅 亚穆苏克罗 Ya4 mu4 su1 ke4 luo2 Yamoussoukro (city in the Ivory Coast)<br>周穆王 周穆王 Zhou1 Mu4 wang2 King Mu, fifth king of Zhou, said to have lived to 105 and reigned 976-922 BC or 1001-947 BC, rich in associated mythology<br>唐穆宗 唐穆宗 Tang2 Mu4 zong1 Emperor Muzong of Tang (795-825), reign name of thirteenth Tang emperor 李恆|李恒[Li3 Heng2] reigned 821-825<br>喀土穆 喀土穆 Ka1 tu3 mu4 Khartoum, capital of Sudan<br>"
1584,娜,12060,95.11731483,nuo2/na4,elegant/graceful,3015,1994,40,Hell,,,"亞利安娜 亚利安娜 Ya4 li4 an1 na4 Ariane (French space rocket)<br>卡洛娜 卡洛娜 ka3 luo4 na4 calzone (Italian pocket), folded pizza<br>埃琳娜 埃琳娜 Ai1 lin2 na4 Elena (name)<br>奧西娜斯 奥西娜斯 Ao4 xi1 nuo2 si1 Oceanus, Titan God of the seas before Poseidon<br>"
1781,兹,9319,96.20197861,zi1,herewith,10000,1995,40,Hell,玆茲,,"伯利茲 伯利兹 Bo2 li4 zi1 Belize<br>傑佛茲 杰佛兹 Jie2 fo2 zi1 (James) Jeffords (1934-), former US Senator from Vermont<br>利茲 利兹 Li4 zi1 Leeds<br>加茲尼 加兹尼 Jia1 zi1 ni2 Ghazni (Afghan province)<br>"
1903,柯,8061,96.74675799,ke1,(surname)/handle of axe/stem,10000,1996,40,Hell,,,伊士曼柯達公司 伊士曼柯达公司 Yi1 shi4 man4 Ke1 da2 Gong1 si1 Eastman Kodak Company (US film company)<br>伐柯 伐柯 fa2 ke1 (cf Book of Songs) How to fashion an ax handle? You need an ax/fig. to follow a principle/fig. to act as matchmaker<br>克孜勒蘇柯爾克孜自治州 克孜勒苏柯尔克孜自治州 Ke4 zi1 le4 su1 Ke1 er3 ke4 zi1 zi4 zhi4 zhou1 Qizilsu or Kizilsu Kyrgyz autonomous prefecture in Xinjiang<br>南柯一夢 南柯一梦 Nan2 ke1 yi1 meng4 lit. a dream of Nanke/fig. dreams of grandeur<br>
1908,匹,8025,96.76753069,pi1/pi3,"mate/one of a pair, (measure word for horses, mules, a bolt of cloth)/ordinary person",10000,1997,40,Hell,疋,WK_L44,"匹 pǐ classifier for horses, mules etc ordinary person classifier for cloth: bolt horsepower<br>"
1913,哦,7980,96.78820623,e2/o2/o4,"to chant, oh is that so",10000,1998,40,Hell,誐,,哦 ò oh (interjection indicating that one has just learned sth)<br>
1936,茨,7823,96.88219859,ci2,Tribulus terrestris/thatched hut,10000,1999,40,Hell,,WK_L52,伊爾庫茨克 伊尔库茨克 Yi1 er3 ku4 ci2 ke4 Irkutsk<br>博茨瓦納 博茨瓦纳 Bo2 ci2 wa3 na4 Botswana<br>博茨瓦那 博茨瓦那 bo2 ci2 wa3 na4 Botswana<br>土階茅茨 土阶茅茨 tu3 jie1 mao2 ci2 lit. earthen steps and a thatched hut/frugal living conditions (idiom)<br>
1999,乾,7057,97.12391088,gan1/qian2,"dry, (surname)/male/strong/one of the Eight Trigrams",10000,2000,40,Hell,干亁,WK_L29,"乹 乾 qian2 old variant of 乾[qian2]<br>乾 乾 Qian2 surname Qian<br>乾 乾 qian2 one of the Eight Trigrams 八卦[ba1 gua4], symbolizing heaven/male principle/☰/ancient Chinese compass point: 315° (northwest)<br>乾嘉三大家 乾嘉三大家 Qian2 Jia1 san1 da4 jia1 Three great poets of the Qianlong and Jiaqing era (1735-1820), namely: Yuan Mei 袁枚, Jiang Shiquan 蔣士銓|蒋士铨 and Zhao Yi 趙翼|赵翼<br>"
2846,旭,2341,99.01004278,xu4,dawn/rising sun,27,2001,41,Paradise,旯,,"張旭 张旭 Zhang1 Xu4 Zhang Xu (probably early 8th century), Tang dynasty poet and calligrapher, most famous for his grass script 草書|草书<br>旭 旭 xu4 dawn/rising sun<br>旭日 旭日 xu4 ri4 the rising sun<br>林旭 林旭 Lin2 Xu4 Lin Xu (1875-1898), one of the Six Gentlemen Martyrs 戊戌六君子[Wu4 xu1 Liu4 jun1 zi5] of the unsuccessful reform movement of 1898<br>"
2862,凹,2273,99.02906977,ao1,a depression/indentation/concave/hollow,31,2002,41,Paradise,,WK_L57,凹凸 āo tū bumpy uneven slotted and tabbed joint crenelation<br>
2857,凸,2287,99.02318359,tu1,(adj) convex; stick out,32,2003,41,Paradise,,WK_L57,凹凸 āo tū bumpy uneven slotted and tabbed joint crenelation<br>
3087,皂,1691,99.25803763,zao4,black,36,2004,41,Paradise,皁,,肥皂 féi zào soap<br>
2462,丸,3847,98.40353238,wan2,pill,42,2005,41,Paradise,,WK_L2,丸 wán ball pellet pill<br>
2325,嘲,4709,98.10108388,chao2/zhao1,"ridicule/mock, to ridicule",50,2006,41,Paradise,,Joyo,嘲笑 cháo xiào to jeer at to deride to ridicule mockery derision<br>
2366,贞,4414,98.19791856,zhen1,chaste,54,2007,41,Paradise,貞,Variant_WK_L51,三貞九烈 三贞九烈 san1 zhen1 jiu3 lie4 (of a widow) faithful to the death to her husband's memory<br>堅貞 坚贞 jian1 zhen1 firm/unswerving/loyal to the end<br>堅貞不屈 坚贞不屈 jian1 zhen1 bu4 qu1 faithful and unchanging (idiom); steadfast<br>堅貞不渝 坚贞不渝 jian1 zhen1 bu4 yu2 unyielding integrity (idiom); unwavering<br>
2024,顽,6868,97.21368628,wan2,mischievous/obstinate/to play/stupid/stubborn/naughty,61,2008,41,Paradise,頑,Variant_WK_L14,顽固 頑固 wán gù stubborn obstinate<br>顽强 頑強 wán qiáng tenacious hard to defeat<br>
2692,匀,2890,98.80257525,yun2,even/evenly (divided)/uniform,66,2009,41,Paradise,勻,,"均匀 均勻 jūn yún even well-distributed homogeneous well-proportioned (figure, body etc)<br>"
2332,旬,4671,98.11801841,xun2,ten days/ten years,68,2010,41,Paradise,,WK_L37,中旬 zhōng xún middle third of a month<br>
3275,勺,1357,99.40552191,shao2,spoon,69,2011,41,Paradise,,,勺子 sháo zi scoop ladle<br>
2569,贿,3346,98.60477057,hui4,bribe/bribery,80,2012,41,Paradise,賄,Variant_WK_L38,贿赂 賄賂 huì lù to bribe a bribe<br>
2700,刃,2858,98.81445459,ren4,edge of blade,84,2013,41,Paradise,刄,WK_L44,兵不血刃 兵不血刃 bing1 bu4 xue4 ren4 lit. no blood on the men's swords (idiom); fig. an effortless victory<br>兵刃 兵刃 bing1 ren4 (bladed) weapons<br>刀刃 刀刃 dao1 ren4 knife blade/crucial point<br>刃 刃 ren4 edge of blade<br>
2190,昭,5569,97.74317813,zhao1,illustrious/manifest,87,2014,41,Paradise,,WK_L37,"司馬昭 司马昭 Si1 ma3 Zhao1 Sima Zhao (211-265), military general and statesman of Cao Wei 曹魏[Cao2 Wei4]<br>司馬昭之心路人皆知 司马昭之心路人皆知 Si1 ma3 Zhao1 zhi1 xin1 lu4 ren2 jie1 zhi1 lit. Sima Zhao's intentions are obvious to everyone (idiom)/fig. an open secret<br>唐昭宗 唐昭宗 Tang2 Zhao1 zong1 Emperor Zhaozong of Tang, reign name of twentieth Tang emperor 李曄|李晔[Li1 Ye4] (867-904), reigned 888-904<br>大昭寺 大昭寺 Da4 zhao1 si4 Jokhang, main Buddhist temple in Lhasa, a sacred place of Tibetan Buddhism<br>"
2611,叮,3188,98.67563215,ding1,sting (of mosquito)/to ask,91,2015,41,Paradise,,,叮嘱 叮囑 dīng zhǔ to warn repeatedly to urge to exhort again and again<br>
2151,吼,5814,97.62825597,hou3,roar (of a lion),99,2016,41,Paradise,,,吼 hǒu roar or howl of an animal bellow of rage<br>
2040,吵,6709,97.26984791,chao3,to quarrel/to make a noise/noisy/to disturb by making a noise,111,2017,41,Paradise,,,吵 chǎo to quarrel to make a noise noisy to disturb by making a noise<br>吵架 chǎo jià to quarrel to have a row quarrel<br>
2003,夕,7025,97.138462,xi1/xi4,"evening, dusk",115,2018,41,Paradise,,WK_L2,除夕 chú xī lunar New Year's Eve<br>夕阳 夕陽 xī yáng sunset the setting sun<br>
2713,砂,2820,98.83350536,sha1,sand/gravel/granule,126,2019,41,Paradise,,WK_L33,丹砂 丹砂 dan1 sha1 cinnabar/mercuric sulfide HgS<br>噴砂 喷砂 pen1 sha1 sandblasting/abrasive blasting<br>打破砂鍋問到底 打破砂锅问到底 da3 po4 sha1 guo1 wen4 dao4 di3 to go to the bottom of things (idiom)<br>採砂場 采砂场 cai3 sha1 chang3 sandpit/sand quarry<br>
2019,肖,6899,97.19591042,xiao4/xiao1,similar/resembling/to resemble/to be like,128,2020,41,Paradise,,WK_L58,生肖 shēng xiào one of the twelve animals symbolic of the earthly branches 地支[di4 zhi1] animal from the Chinese zodiac<br>肖像 xiào xiàng portrait<br>
2607,泳,3198,98.66903642,yong3,swimming/to swim,143,2021,41,Paradise,,WK_L9,游泳 yóu yǒng swimming to swim<br>
2480,沼,3791,98.43908151,zhao3,pond/pool,145,2022,41,Paradise,,WK_L43,沼泽 沼澤 zhǎo zé marsh swamp wetlands glade<br>
2540,汁,3564,98.55300524,zhi1,juice,148,2023,41,Paradise,,WK_L35,果汁 guǒ zhī fruit juice<br>
2433,哇,4055,98.34446952,wa1/wa,sound of child's crying,165,2024,41,Paradise,,,"哇 wa replaces 啊[a5] when following the vowel ""u"" or ""ao""<br>"
3131,宵,1604,99.29553556,xiao1,night,196,2025,41,Paradise,,Joyo,"元宵节 元宵節 yuán xiāo jié Lantern Festival, the final event of the Spring Festival 春節|春节, on 15th of first month of the lunar calendar<br>"
2155,宴,5798,97.64024693,yan4,feast/repose,198,2026,41,Paradise,讌,WK_L29,宴会 宴會 yàn huì banquet feast dinner party<br>
2824,贮,2398,98.98309864,zhu4,to store/to save/stockpile,201,2027,41,Paradise,貯,Variant_WK_L26,積貯 积贮 ji1 zhu4 to stockpile<br>貯 贮 zhu4 to store/to save/stockpile/Taiwan pr. [zhu3]<br>貯備 贮备 zhu4 bei4 to store<br>貯存 贮存 zhu4 cun2 to store/to deposit<br>
2790,杏,2538,98.93973054,xing4,apricot,208,2028,41,Paradise,,WK_L54,巴旦杏 巴旦杏 ba1 dan4 xing4 almond (loanword)<br>杏 杏 xing4 apricot/almond<br>杏仁 杏仁 xing4 ren2 almond/apricot kernel<br>杏仁核 杏仁核 xing4 ren2 he2 amygdala<br>
2188,枯,5582,97.73741856,ku1,dried up,210,2029,41,Paradise,,WK_L51,枯萎 kū wěi to wilt to wither wilted withered drained enervated exhausted<br>枯燥 kū zào dry and dull uninteresting dry-as-dust<br>
2495,沫,3731,98.46819046,mo4,foam/suds,217,2030,41,Paradise,,,泡沫 pào mò foam (soap) bubble (economic) bubble<br>
3196,渣,1495,99.34762595,zha1,dregs,221,2031,41,Paradise,,,渣 zhā slag (in mining or smelting) dregs<br>
2565,瞄,3383,98.59783428,miao2,to aim,236,2032,41,Paradise,,,瞄准 瞄準 miáo zhǔn to aim (a weapon at a target) fig. to aim (for a higher standard)<br>
2246,兆,5204,97.89926378,zhao4,"omen/million/million million, trillion",237,2033,41,Paradise,,WK_L37,预兆 預兆 yù zhào omen prognosis (in medicine)<br>
2649,犬,3042,98.73677869,quan3,dog,239,2034,41,Paradise,犭,WK_L2,犬 quǎn dog<br>
2639,妆,3083,98.72095938,zhuang1,adornment/adorn,243,2035,41,Paradise,妝,,化妆 化妝 huà zhuāng to put on makeup<br>
2105,臭,6166,97.4861261,chou4/xiu4,"stench/stink/smelly/to smell (bad), sense of smell/smell bad",250,2036,41,Paradise,,WK_L20,臭 chòu stench smelly to smell (bad) repulsive loathsome terrible bad severely ruthlessly dud (ammunition)<br>
2276,煌,5002,97.97829159,huang2,brilliant,273,2037,41,Paradise,,,辉煌 輝煌 huī huáng splendid glorious<br>
2305,钓,4813,98.05187146,diao4,to fish with a hook and bait,282,2038,41,Paradise,釣,Variant_WK_L44,钓 釣 diào to fish with a hook and bait<br>
2267,钉,5059,97.95493497,ding1/ding4,nail,284,2039,41,Paradise,釘,,斩钉截铁 斬釘截鐵 zhǎn dīng jié tiě lit. to chop the nail and slice the iron (idiom) fig. resolute and decisive unhesitating categorical<br>
2061,铭,6555,97.34183814,ming2,inscribed motto,285,2040,41,Paradise,銘,Variant_WK_L50,座右铭 座右銘 zuò yòu míng motto maxim<br>
2642,逛,3074,98.72572827,guang4,to stroll/to visit,299,2041,41,Paradise,,,逛 guàng to stroll to visit<br>
2227,剪,5324,97.8476204,jian3,cut with scissors/scissors,304,2042,41,Paradise,翦,,剪刀 jiǎn dāo scissors<br>剪彩 jiǎn cǎi to cut the ribbon (at a launching or opening ceremony)<br>
2610,逾,3189,98.67398464,yu2,"exceed/jump over, to exceed/to go beyond/to jump over",306,2043,41,Paradise,踰,,不可逾越 不可逾越 bu4 ke3 yu2 yue4 impassable/insurmountable/insuperable<br>年逾古稀 年逾古稀 nian2 yu2 gu3 xi1 over seventy years old<br>情逾骨肉 情逾骨肉 qing2 yu2 gu3 rou4 feelings deeper than for one's own flesh and blood (idiom)/deep friendship<br>莫不逾侈 莫不逾侈 mo4 bu4 yu2 chi3 there is no-one who is not extravagant<br>
3642,冗,863,99.61213312,rong3,extraneous,318,2044,41,Paradise,宂,WK_L16,冗 冗 rong3 extraneous/redundant/superfluous/busy schedule<br>冗位 冗位 rong3 wei4 redundant position<br>冗兵 冗兵 rong3 bing1 superfluous troops<br>冗冗 冗冗 rong3 rong3 numerous/excessive/multitude<br>
2242,坑,5223,97.88848881,keng1,pit/to defraud,323,2045,41,Paradise,阬,WK_L60,坑 kēng hole pit tunnel to defraud<br>
2360,亩,4439,98.18421031,mu3,about 1/6 acre (M),324,2046,41,Paradise,畝,Variant_WK_L61,"公畝 公亩 gong1 mu3 are (1 are = 1⁄100 hectare, or 100 m²)<br>地畝 地亩 di4 mu3 area of farmland<br>田畝 田亩 tian2 mu3 field<br>畂 亩 mu3 old variant of 畝|亩[mu3]<br>"
2002,亭,7041,97.13483159,ting2,pavilion,328,2047,41,Paradise,,WK_L50,亭子 tíng zi pavilion<br>
2592,敞,3248,98.64406847,chang3,spacious/uncovered,345,2048,41,Paradise,,,宽敞 寬敞 kuān chang spacious wide<br>敞开 敞開 chǎng kāi to open wide unrestrictedly<br>
2001,贼,7045,97.1311929,zei2,thief,365,2049,41,Paradise,賊,Variant_WK_L57,贼 賊 zéi thief traitor wily deceitful evil extremely<br>
2309,茂,4798,98.06180614,mao4,luxuriant,367,2050,41,Paradise,,WK_L40,茂盛 mào shèng lush<br>
2525,咸,3627,98.52515,xian2,"all/in all cases/salty, salty",372,2051,42,Paradise,鹹,,咸 鹹 xián salted salty stingy miserly<br>
2589,贱,3270,98.63902361,jian4,inexpensive/lowly,375,2052,42,Paradise,賤,,下賤 下贱 xia4 jian4 humble/lowly/depraved/contemptible<br>卑賤 卑贱 bei1 jian4 lowly/mean and low<br>大賤賣 大贱卖 da4 jian4 mai4 to sell at a big discount<br>威尊命賤 威尊命贱 wei1 zun1 ming4 jian4 orders weightier than life<br>
3264,尧,1375,99.39776806,yao2,(surname)/emperor Yao,376,2053,42,Paradise,堯,,"唐堯 唐尧 Tang2 Yao2 Yao or Tang Yao (c. 2200 BC), one of Five legendary Emperors 五帝[wu3 di4], second son of Di Ku 帝嚳|帝喾[Di4 Ku4]<br>堯 尧 Yao2 surname Yao/Yao or Tang Yao (c. 2200 BC), one of Five legendary Emperors 五帝[wu3 di4], second son of Di Ku 帝嚳|帝喾[Di4 Ku4]<br>堯都 尧都 Yao2 du1 Yaodu district of Linfen city 臨汾市|临汾市[Lin2 fen2 shi4], Shanxi<br>堯都區 尧都区 Yao2 du1 qu1 Yaodu district of Linfen city 臨汾市|临汾市[Lin2 fen2 shi4], Shanxi<br>"
2502,衬,3700,98.48162274,chen4,give alms/underwear/to line/lining/contrast/assist,407,2054,42,Paradise,襯,,衬托 襯托 chèn tuō to set off<br>衬衫 襯衫 chèn shān shirt blouse<br>
2281,巾,4967,97.99116678,jin1,towel,410,2055,42,Paradise,,WK_L47,围巾 圍巾 wéi jīn scarf shawl<br>毛巾 máo jīn towel<br>
2211,狮,5456,97.80299549,shi1,lion,413,2056,42,Paradise,獅,,狮子 獅子 shī zi lion<br>
2813,帜,2452,98.96933096,zhi4,flag,415,2057,42,Paradise,幟,,旗帜 旗幟 qí zhì ensign flag<br>
2044,肺,6692,97.2836993,fei4,lung,420,2058,42,Paradise,,WK_L33,肺 fèi lung<br>
2302,滞,4850,98.04439306,zhi4,sluggish,422,2059,42,Paradise,滯,WK_L35,停滞 停滯 tíng zhì stagnation at a standstill bogged down<br>滞留 滯留 zhì liú to detain retention<br>
2631,霜,3119,98.70815396,shuang1,frost,427,2060,42,Paradise,孀,WK_L48,雪上加霜 xuě shàng jiā shuāng to add hail to snow (idiom); one disaster on top of another to make things worse in a bad situation<br>
2493,娱,3740,98.46433318,yu2,amuse,438,2061,42,Paradise,娛,,娱乐 娛樂 yú lè to entertain to amuse entertainment recreation amusement hobby fun joy<br>
3079,夭,1709,99.25102124,yao1,tender/gentle/to die prematurely,440,2062,42,Paradise,殀,,夭 夭 yao1 tender/gentle/to die prematurely<br>夭亡 夭亡 yao1 wang2 to die young<br>夭折 夭折 yao1 zhe2 to die young or prematurely/to come to a premature end/to be aborted prematurely<br>早夭 早夭 zao3 yao1 to die young/Taiwan pr. [zao3 yao3]<br>
2158,娇,5772,97.6492085,jiao1,lovable/pampered/tender/delicate/frail,443,2063,42,Paradise,嬌,,娇气 嬌氣 jiāo qì delicate squeamish finicky<br>
2449,泣,3929,98.37740889,qi4,to sob,445,2064,42,Paradise,,WK_L15,哭泣 kū qì to weep<br>
3252,匕,1388,99.38920958,bi1/bi3,"an ancient type of spoon, dagger/ladle",453,2065,42,Paradise,,,匕 匕 bi3 dagger/ladle/ancient type of spoon<br>匕首 匕首 bi3 shou3 dagger<br>
2206,脂,5492,97.78885832,zhi1,fat,464,2066,42,Paradise,,WK_L51,"脂肪 zhī fáng fat (in the body, in a plant, or in food)<br>"
2429,乞,4073,98.33607589,qi3,beg,470,2067,42,Paradise,,Joyo,乞丐 qǐ gài beggar<br>
2408,咨,4180,98.29131817,zi1,consult,481,2068,42,Paradise,嗞諮谘,Variant_WK_L50,咨询 咨詢 zī xún to consult to seek advice consultation (sales) inquiry (formal)<br>
2501,韵,3705,98.47971064,yun4,rhyme,486,2069,42,Paradise,韻,Variant_WK_L61,"兒化韻 儿化韵 er2 hua4 yun4 retroflex final/nonsyllabic final r 儿 added to a word in spoken Chinese<br>切韻 切韵 Qie4 yun4 Qieyun, the first Chinese rime dictionary from 601 AD, containing 11,500 single-character entries<br>切韻 切韵 qie4 yun4 see 反切[fan3 qie4]<br>別有韻味 别有韵味 bie2 you3 yun4 wei4 to have quite a lasting charm<br>"
2079,盲,6395,97.4019909,mang2,blind,491,2070,42,Paradise,,WK_L57,盲目 máng mù blind blindly ignorant lacking understanding<br>
2097,妄,6228,97.46053387,wang4,absurd/fantastic,492,2071,42,Paradise,,WK_L60,妄想 wàng xiǎng to attempt vainly a vain attempt delusion<br>
2424,兑,4101,98.32551849,dui4,to cash,499,2072,42,Paradise,兌,,兑换 兌換 duì huàn to convert to exchange<br>兑现 兌現 duì xiàn (of a cheque etc) to cash to honor a commitment<br>
2123,赠,6004,97.54288048,zeng4,give present,504,2073,42,Paradise,贈,Variant_WK_L38,赠送 贈送 zèng sòng to present as a gift<br>
2847,虾,2338,99.01125102,xia1,shrimp/prawn,510,2074,42,Paradise,蝦,,嘸蝦米 呒虾米 wu3 xia1 mi3 Boshiamy (Hoklo: 無甚物|无甚物[bô-siáⁿ-mi̍h] it's nothing) input method for Chinese<br>嘸蝦米輸入法 呒虾米输入法 fu3 xia1 mi3 shu1 ru4 fa3 Boshiamy (Hoklo: 無甚物[bô-siáⁿ-mi̍h] it's nothing) input method for Chinese<br>大明蝦 大明虾 da4 ming2 xia1 king prawn<br>大蝦 大虾 da4 xia1 prawn/(Internet slang) expert/whiz<br>
2184,翔,5625,97.72583844,xiang2,soar,546,2075,42,Paradise,,WK_L45,飞翔 飛翔 fēi xiáng to circle in the air to soar<br>
2090,裤,6282,97.43792297,ku4,drawers/trousers/pants,559,2076,42,Paradise,褲,,裤子 褲子 kù zi trousers pants<br>牛仔裤 牛仔褲 niú zǎi kù jeans<br>
2269,憾,5036,97.96014675,han4,regret,577,2077,42,Paradise,,WK_L55,遗憾 遺憾 yí hàn regret to regret to be sorry that<br>
2679,搅,2922,98.78307643,jiao3,to disturb/to annoy/to mix/to stir,601,2078,42,Paradise,攪,,搅拌 攪拌 jiǎo bàn to stir to agitate<br>
2154,摊,5798,97.63725061,tan1,spread out/vendor's stand,645,2079,42,Paradise,攤,,摊 攤 tān to spread out vendor's stand<br>
2363,爪,4419,98.19107167,zhua3/zhao3,claw,663,2080,42,Paradise,爫,WK_L34,"一鱗半爪 一鳞半爪 yi1 lin2 ban4 zhua3 lit. one scale and half a claw (idiom); only odd bits and pieces<br>中爪哇 中爪哇 Zhong1 Zhao3 wa1 Central Java, province of Indonesia<br>八爪魚 八爪鱼 ba1 zhua3 yu2 octopus<br>冰爪 冰爪 bing1 zhua3 crampon<br>"
2717,梳,2806,98.83932074,shu1,comb,685,2081,42,Paradise,,,梳子 shū zi comb<br>
2290,浴,4911,98.01413219,yu4,bath/to bathe,699,2082,42,Paradise,,WK_L16,沐浴 mù yù to take a bath to bathe to immerse<br>
2278,溶,4998,97.98345841,rong2,dissolve,702,2083,42,Paradise,,WK_L48,溶解 róng jiě to dissolve<br>
2905,歹,2148,99.07822534,dai3,bad/wicked/evil,712,2084,42,Paradise,歺,,歹徒 dǎi tú evildoer malefactor gangster hoodlum<br>
2060,葬,6558,97.33845062,zang4,bury (the dead),716,2085,42,Paradise,塟,WK_L37,埋葬 mái zàng to bury<br>
2232,拐,5282,97.86132503,guai3,kidnap/to turn,740,2086,42,Paradise,,WK_L54,拐弯 拐彎 guǎi wān to go round a curve to turn a corner fig. a new direction<br>拐杖 guǎi zhàng crutches crutch walking stick<br>
3587,禾,936,99.58662874,he2,cereal/grain,762,2087,42,Paradise,,,"嘉禾 嘉禾 Jia1 he2 Jiahe county in Chenzhou 郴州[Chen1 zhou1], Hunan<br>嘉禾縣 嘉禾县 Jia1 he2 xian4 Jiahe county in Chenzhou 郴州[Chen1 zhou1], Hunan<br>柴禾妞 柴禾妞 chai2 he2 niu1 skinny and unsophisticated girl<br>烏爾禾 乌尔禾 Wu1 er3 he2 Urho district (Uighur: Orqu Rayoni) of Qaramay City 克拉瑪依市|克拉玛依市[Ke4 la1 ma3 yi1 shi4], Xinjiang<br>"
2113,愁,6135,97.51155193,chou2,worry about,769,2088,42,Paradise,,Joyo,发愁 發愁 fā chóu to worry to fret to be anxious to become sad<br>
3065,揪,1735,99.23858274,jiu1,to clutch,770,2089,42,Paradise,揫,,揪 揪 jiu1 to seize/to clutch/to hold tight/to grip<br>揪住 揪住 jiu1 zhu4 to grab<br>揪出 揪出 jiu1 chu1 to grab and open out/to uncover/to ferret out (the culprit)<br>揪心 揪心 jiu1 xin1 lit. grips the heart/worried/anxious<br>
2471,谜,3828,98.4213687,mi2,riddle,781,2090,42,Paradise,謎,Variant_WK_L44,谜语 謎語 mí yǔ riddle conundrum<br>
2261,俯,5100,97.93918026,fu3,look down/stoop,827,2091,42,Paradise,頫,,俯视 俯視 fǔ shì to overlook to look down at<br>
2486,哗,3759,98.45076292,hua1/hua2,"crashing sound, cat-calling sound/clamor/noise, clamor/noise",832,2092,42,Paradise,嘩,,喧哗 喧嘩 xuān huá hubbub clamor to make a racket<br>
2899,呐,2163,99.07155726,na4/ne/na,"battle cry, (final part.)",841,2093,42,Paradise,吶,,"吶 呐 na4 battle cry<br>吶 呐 na5 sentence-final particle (abbr. for 呢啊[ne5 a5] or variant of 哪[na5])<br>吶喊 呐喊 na4 han3 shout/rallying cry/cheering/to shout<br>嗩吶 唢呐 suo3 na4 suona, Chinese shawm (oboe), used in festivals and processions or for military purposes/also written 鎖吶|锁呐/also called 喇叭[la3 ba5]<br>"
2645,丙,3055,98.73047856,bing3,the third of the ten heavenly stems/the third position/third/number three,842,2094,42,Paradise,,Joyo,"丙 bǐng third of the ten Heavenly Stems 十天干[shi2 tian1 gan1] third in order letter ""C"" or roman ""III"" in list ""A, B, C"", or ""I, II, III"" etc propyl<br>"
2241,柄,5229,97.88578964,bing3,authority/handle/hilt,843,2095,42,Paradise,棅,WK_L42,劍柄 剑柄 jian4 bing3 sword hilt<br>國柄 国柄 guo2 bing3 state power<br>手搖柄 手摇柄 shou3 yao2 bing3 hand crank<br>手柄 手柄 shou3 bing3 handle/video game controller<br>
2189,巫,5576,97.74030015,wu1,witch,850,2096,42,Paradise,,,"噶哈巫族 噶哈巫族 Ga2 ha1 wu1 zu2 Kaxabu or Kahabu, one of the indigenous peoples of Taiwan<br>女巫 女巫 nu:3 wu1 witch<br>小巫見大巫 小巫见大巫 xiao3 wu1 jian4 da4 wu1 lit. minor magician in the presence of a great one (idiom)/fig. to pale into insignificance by comparison<br>巫 巫 Wu1 surname Wu/also pr. [Wu2]<br>"
2661,侣,2994,98.75550388,lu:3/lv3,companion,866,2097,42,Paradise,侶,Variant_WK_L61,伴侣 伴侶 bàn lǚ companion mate partner<br>
2563,勿,3400,98.59433668,wu4,do not,877,2098,42,Paradise,,,勿 wù do not<br>
2072,赐,6431,97.37881153,ci4,confer/bestow/grant,881,2099,42,Paradise,賜,Variant_WK_L61,"天賜 天赐 tian1 ci4 bestowed by heaven<br>御賜 御赐 yu4 ci4 to be bestowed, conferred, or granted by the emperor<br>恩賜 恩赐 en1 ci4 favor/to give charity to sb out of pity<br>拜你所賜 拜你所赐 bai4 ni3 suo3 ci4 (derog.) this is all thanks to you!/well, thanks a lot!<br>"
